lemma,poscode,surface
Bush Mission Pointe Library,3,
"Carina Mini System Audio Rack, Model AR050B",3,
Hoover Portapower™ Portable Vacuum,3,
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",3,
Logitech Access Keyboard,3,
Belkin MediaBoard 104- Keyboard,3,
Ibico Hi-Tech Manual Binding System,3,
Xerox 1949,3,
Bretford CR4500 Series Slim Rectangular Table,3,
Accessory41,3,
Harmony HEPA Quiet Air Purifiers,3,
Smead Adjustable Mobile File Trolley with Lockable Top,3,
Sharp AL-1530CS Digital Copier,3,
Bretford CR8500 Series Meeting Room Furniture,3,
Hewlett-Packard Deskjet 5550 Color Inkjet Printer,3,
3M Office Air Cleaner,3,
"Dual Level, Single-Width Filing Carts",3,
"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",3,
Xerox 1992,3,
Bell Sonecor JB700 Caller ID,3,
SC7868i,3,
Ultra Door Pull Handle,3,
Desktop 3-Pocket Hot File®,3,
"80 Minute CD-R Spindle, 100/Pack - Staples",3,
Newell 342,3,
Avery 52,3,
V 3600 Series,3,
Vinyl Sectional Post Binders,3,
Newell 309,3,
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",3,
Southworth Structures Collection™,3,
Hoover Portapower™ Portable Vacuum,3,
Southworth 25% Cotton Premium Laser Paper and Envelopes,3,
Timeport L7089,3,
6120,3,
TDK 4.7GB DVD-R,3,
Bagged Rubber Bands,3,
Staples Plastic Wall Frames,3,
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",3,
Hewlett-Packard 4.7GB DVD+R Discs,3,
Bevis Round Conference Table Top & Single Column Base,3,
Xerox 1991,3,
R289LX,3,
Surelock™ Post Binders,3,
Imation DVD-RAM discs,3,
Canon imageCLASS 2200 Advanced Copier,3,
"Memorex 4.7GB DVD-RAM, 3/Pack",3,
Nu-Dell Leatherette Frames,3,
Xerox 1899,3,
1726 Digital Answering Machine,3,
Adesso Programmable 142-Key Keyboard,3,
"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",3,
O'Sullivan Living Dimensions 3-Shelf Bookcases,3,
"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",3,
Newell 314,3,
Belkin 6 Outlet Metallic Surge Strip,3,
"Dana Fluorescent Magnifying Lamp, White, 36""",3,
Xerox 1895,3,
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",3,
Staples Surge Protector 6 outlet,3,
"#10 White Business Envelopes,4 1/8 x 9 1/2",3,
"Deflect-o EconoMat Nonstudded, No Bevel Mat",3,
5170i,3,
Wilson Jones® Four-Pocket Poly Binders,3,
Tennsco Regal Shelving Units,3,
Xerox 210,3,
Bretford CR4500 Series Slim Rectangular Table,3,
Xerox 1933,3,
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",3,
"Avery® Durable Plastic 1"" Binders",3,
BPI Conference Tables,3,
Okidata Pacemark 4410N Wide Format Dot Matrix Printer,3,
Hoover® Commercial Lightweight Upright Vacuum,3,
"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",3,
"Acme® 8"" Straight Scissors",3,
Xerox 191,3,
Avery Hole Reinforcements,3,
Logitech Access Keyboard,3,
Airmail Envelopes,3,
Xerox 1929,3,
Newell 336,3,
"Avery Trapezoid Extra Heavy Duty 4"" Binders",3,
"Elite 5"" Scissors",3,
282,3,
Xerox 198,3,
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,3,
Round Ring Binders,3,
Staples Brown Kraft Recycled Clasp Envelopes,3,
4009® Highlighters by Sanford,3,
Avery 491,3,
Sterilite Officeware Hinged File Box,3,
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",3,
Bretford CR8500 Series Meeting Room Furniture,3,
Newell 326,3,
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",3,
Binder Posts,3,
"Memorex 80 Minute CD-R Spindle, 100/Pack",3,
"Seth Thomas 14"" Putty-Colored Wall Clock",3,
Bretford CR4500 Series Slim Rectangular Table,3,
Filing/Storage Totes and Swivel Casters,3,
8890,3,
"Memorex 4.7GB DVD-RAM, 3/Pack",3,
Xerox 1989,3,
Berol Giant Pencil Sharpener,3,
Hon 2111 Invitation™ Series Corner Table,3,
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,3,
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,3,
"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",3,
Fellowes Recycled Storage Drawers,3,
Staples Surge Protector 6 outlet,3,
Eldon Radial Chair Mat for Low to Medium Pile Carpets,3,
"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",3,
Newell 337,3,
Xerox 1881,3,
Xerox 1984,3,
Lexmark 4227 Plus Dot Matrix Printer,3,
"Tensor ""Hersey Kiss"" Styled Floor Lamp",3,
Eldon® Gobal File Keepers,3,
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",3,
"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",3,
Canon Image Class D660 Copier,3,
Gyration RF Keyboard,3,
Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,3,
SAFCO Folding Chair Trolley,3,
Avery 51,3,
"Avery Flip-Chart Easel Binder, Black",3,
Novimex Fabric Task Chair,3,
Newell 335,3,
Hoover Portapower™ Portable Vacuum,3,
Peel & Stick Add-On Corner Pockets,3,
Filing/Storage Totes and Swivel Casters,3,
Accessory2,3,
"Bush Westfield Collection Bookcases, Fully Assembled",3,
"Hon Metal Bookcases, Black",3,
"Lesro Round Back Collection Coffee Table, End Table",3,
3M Organizer Strips,3,
Belkin MediaBoard 104- Keyboard,3,
Avery 498,3,
i1000,3,
"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",3,
StarTAC 7760,3,
"Eldon® 400 Class™ Desk Accessories, Black Carbon",3,
"Array® Parchment Paper, Assorted Colors",3,
Belkin OmniView SE Rackmount Kit,3,
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",3,
Sterling Rubber Bands by Alliance,3,
V2397,3,
3M Polarizing Light Filter Sleeves,3,
Home/Office Personal File Carts,3,
Bionaire Personal Warm Mist Humidifier/Vaporizer,3,
Computer Printout Paper with Letter-Trim Perforations,3,
Southworth 25% Cotton Antique Laid Paper & Envelopes,3,
Magna Visual Magnetic Picture Hangers,3,
Newell 320,3,
"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",3,
Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,3,
Project Tote Personal File,3,
Avery Hole Reinforcements,3,
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",3,
Economy Rollaway Files,3,
Prismacolor Color Pencil Set,3,
TimeportP7382,3,
"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",3,
Hon Valutask™ Swivel Chairs,3,
Avery 510,3,
"Staples Vinyl Coated Paper Clips, 800/Box",3,
"*Staples* vLetter Openers, 2/Pack",3,
Filing/Storage Totes and Swivel Casters,3,
US Robotics 56K V.92 External Faxmodem,3,
Newell 351,3,
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",3,
Fuji Slim Jewel Case CD-R,3,
Fellowes PB300 Plastic Comb Binding Machine,3,
SAFCO Arco Folding Chair,3,
Newell 346,3,
"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",3,
*Staples* Letter Opener,3,
Brown Kraft Recycled Envelopes,3,
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,3,
"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",3,
Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,3,
Hon Valutask™ Swivel Chairs,3,
"Dual Level, Single-Width Filing Carts",3,
Xerox 190,3,
Barrel Sharpener,3,
Newell 342,3,
Sharp EL500L Fraction Calculator,3,
"BOSTON® Ranger® #55 Pencil Sharpener, Black",3,
Avery Self-Adhesive Photo Pockets for Polaroid Photos,3,
O'Sullivan 3-Shelf Heavy-Duty Bookcases,3,
"80 Minute CD-R Spindle, 100/Pack - Staples",3,
"Memorex 4.7GB DVD-RAM, 3/Pack",3,
Bretford CR4500 Series Slim Rectangular Table,3,
GBC Wire Binding Strips,3,
"Dual Level, Single-Width Filing Carts",3,
VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,3,
"6"" Cubicle Wall Clock, Black",3,
Coloredge Poster Frame,3,
StarTAC 7760,3,
Xerox 1880,3,
Xerox 194,3,
Eldon Radial Chair Mat for Low to Medium Pile Carpets,3,
Newell 312,3,
CF 688,3,
Xerox 1983,3,
Trimflex™ Flexible Post Binders,3,
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",3,
i2000,3,
Xerox 1898,3,
Acco 3-Hole Punch,3,
Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,3,
CF 688,3,
Fellowes 17-key keypad for PS/2 interface,3,
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,3,
Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,3,
Bretford CR4500 Series Slim Rectangular Table,3,
Avery Durable Binders,3,
Accessory21,3,
Xerox 1983,3,
StarTAC 7760,3,
"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",3,
EcoTones® Memo Sheets,3,
"Lifetime Advantage™ Folding Chairs, 4/Carton",3,
Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,3,
Staples® General Use 3-Ring Binders,3,
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",3,
GBC Plastic Binding Combs,3,
"DAX Metal Frame, Desktop, Stepped-Edge",3,
Eldon Simplefile® Box Office®,3,
Avery 493,3,
Hon 94000 Series Round Tables,3,
Sanford Pocket Accent® Highlighters,3,
V 3600 Series,3,
Staples SlimLine Pencil Sharpener,3,
Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,3,
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),3,
GBC VeloBinder Electric Binding Machine,3,
"Imation 3.5 IBM Formatted Diskettes, 10/Box",3,
V3682,3,
Avery Durable Binders,3,
Unpadded Memo Slips,3,
"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",3,
Eldon Image Series Black Desk Accessories,3,
SC-3160,3,
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",3,
Xerox 1893,3,
"Avery Flip-Chart Easel Binder, Black",3,
Belkin ErgoBoard™ Keyboard,3,
T28 WORLD,3,
Xerox 1920,3,
Storex DuraTech Recycled Plastic Frosted Binders,3,
Bevis Round Conference Table Top & Single Column Base,3,
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",3,
Fellowes Super Stor/Drawer® Files,3,
T65,3,
"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",3,
"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",3,
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,3,
Okidata ML184 Turbo Dot Matrix Printers,3,
Xerox 197,3,
"Global Push Button Manager's Chair, Indigo",3,
Polycom ViewStation™ Adapter H323 Videoconferencing Unit,3,
R280,3,
"Wilson Jones 1"" Hanging DublLock® Ring Binders",3,
"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",3,
JM Magazine Binder,3,
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",3,
Space Solutions™ Industrial Galvanized Steel Shelving.,3,
KF 788,3,
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",3,
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",3,
"Wilson Jones Hanging View Binder, White, 1""",3,
"Seth Thomas 13 1/2"" Wall Clock",3,
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,3,
"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",3,
White GlueTop Scratch Pads,3,
Ibico Ibimaster 300 Manual Binding System,3,
Storex DuraTech Recycled Plastic Frosted Binders,3,
"Master Big Foot® Doorstop, Beige",3,
GBC DocuBind 200 Manual Binding Machine,3,
"Sauder Forest Hills Library, Woodland Oak Finish",3,
Okidata Pacemark 4410N Wide Format Dot Matrix Printer,3,
Accessory41,3,
Okidata ML591 Wide Format Dot Matrix Printer,3,
Xerox 1954,3,
Round Ring Binders,3,
Avery Hanging File Binders,3,
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",3,
Avery Hanging File Binders,3,
Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,3,
"Wirebound Service Call Books, 5 1/2"" x 4""",3,
Staples Bulldog Clip,3,
KI Conference Tables,3,
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",3,
6120,3,
KH 688,3,
Hon 4070 Series Pagoda™ Round Back Stacking Chairs,3,
Newell 337,3,
Accessory29,3,
Maxell DVD-RAM Discs,3,
Avery Hi-Liter® Fluorescent Desk Style Markers,3,
Bush Advantage Collection® Round Conference Table,3,
12-1/2 Diameter Round Wall Clock,3,
DAX Solid Wood Frames,3,
Verbatim 4.7GB DVD-R,3,
"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",3,
Avery Printable Repositionable Plastic Tabs,3,
Wilson Jones Impact Binders,3,
Acco Smartsocket® Color-Coded Six-Outlet AC Adapter Model Surge Protectors,3,
Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,3,
Bagged Rubber Bands,3,
Xerox 1973,3,
Xerox 21,3,
*Staples* Highlighting Markers,3,
Accessory34,3,
"Electrix Incandescent Magnifying Lamp, Black",3,
Standard Line™ “While You Were Out” Hardbound Telephone Message Book,3,
X-Rack™ File for Hanging Folders,3,
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",3,
Fellowes Super Stor/Drawer® Files,3,
"#10 White Business Envelopes,4 1/8 x 9 1/2",3,
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,3,
Avery 508,3,
Newell 307,3,
Avery Reinforcements for Hole-Punch Pages,3,
Bionaire Personal Warm Mist Humidifier/Vaporizer,3,
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,3,
"Fiskars 8"" Scissors, 2/Pack",3,
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,3,
Hon 2111 Invitation™ Series Corner Table,3,
"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",3,
"Hot File® 7-Pocket, Floor Stand",3,
Economy Rollaway Files,3,
"Sauder Forest Hills Library, Woodland Oak Finish",3,
"O'Sullivan Elevations Bookcase, Cherry Finish",3,
"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",3,
Kensington 6 Outlet MasterPiece® HOMEOFFICE Power Control Center,3,
Newell 338,3,
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,3,
"Executive Impressions 13"" Clairmont Wall Clock",3,
Xerox 1949,3,
Prang Colored Pencils,3,
Rediform S.O.S. Phone Message Books,3,
"Advantus Push Pins, Aluminum Head",3,
"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",3,
Office Star - Task Chair with Contemporary Loop Arms,3,
Bretford CR4500 Series Slim Rectangular Table,3,
Avery 508,3,
Boston 16765 Mini Stand Up Battery Pencil Sharpener,3,
Newell 346,3,
Wilson Jones Suede Grain Vinyl Binders,3,
Epson DFX-8500 Dot Matrix Printer,3,
"Wilson Jones Hanging View Binder, White, 1""",3,
"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",3,
Global Troy™ Executive Leather Low-Back Tilter,3,
"DAX Copper Panel Document Frame, 5 x 7 Size",3,
Deflect-O® Glasstique™ Clear Desk Accessories,3,
Novimex Fabric Task Chair,3,
"Tenex Personal Project File with Scoop Front Design, Black",3,
Computer Printout Paper with Letter-Trim Perforations,3,
T39m,3,
"Avery Flip-Chart Easel Binder, Black",3,
"Bush Westfield Collection Bookcases, Fully Assembled",3,
Microsoft Multimedia Keyboard,3,
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",3,
Xerox 1961,3,
Colored Push Pins,3,
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",3,
Xerox 1881,3,
6120,3,
Bush Advantage Collection® Round Conference Table,3,
Accessory36,3,
Avery 481,3,
StarTAC Series,3,
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",3,
Imation DVD-RAM discs,3,
"SAFCO Mobile Desk Side File, Wire Frame",3,
Hon 4070 Series Pagoda™ Round Back Stacking Chairs,3,
"Memorex 80 Minute CD-R, 30/Pack",3,
Staples Standard Envelopes,3,
AT&T 1430 2.4GHz Analog Phone w/Caller ID,3,
"Fellowes Basic 104-Key Keyboard, Platinum",3,
"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",3,
"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",3,
UniKeep™ View Case Binders,3,
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",3,
Heavy-Duty E-Z-D® Binders,3,
Serrated Blade or Curved Handle Hand Letter Openers,3,
Avery White Multi-Purpose Labels,3,
Epson LQ-570e Dot Matrix Printer,3,
Boston 1730 StandUp Electric Pencil Sharpener,3,
"Memorex 80 Minute CD-R, 30/Pack",3,
Flat Face Poster Frame,3,
"Peel & Seel® Recycled Catalog Envelopes, Brown",3,
"Master Caster Door Stop, Brown",3,
Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,3,
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",3,
252,3,
Newell 333,3,
5185,3,
Xerox 1885,3,
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",3,
"GBC White Gloss Covers, Plain Front",3,
"Quartet Omega® Colored Chalk, 12/Pack",3,
Steel Personal Filing/Posting Tote,3,
Acme® Elite Stainless Steel Scissors,3,
"Fellowes Twister Kit, Gray/Clear, 3/pkg",3,
Epson DFX-8500 Dot Matrix Printer,3,
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",3,
5190,3,
"DAX Copper Panel Document Frame, 5 x 7 Size",3,
Sanford Pocket Accent® Highlighters,3,
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",3,
Staples SlimLine Pencil Sharpener,3,
Xerox 1939,3,
Newell 340,3,
Fiskars® Softgrip Scissors,3,
T18,3,
Xerox 1993,3,
Accessory8,3,
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",3,
Newell 323,3,
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,3,
Bretford Rectangular Conference Table Tops,3,
Eldon Wave Desk Accessories,3,
Chromcraft Rectangular Conference Tables,3,
Xerox 1971,3,
Surelock™ Post Binders,3,
Keytronic 105-Key Spanish Keyboard,3,
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),3,
"Wilson Jones 1"" Hanging DublLock® Ring Binders",3,
Martin Yale Chadless Opener Electric Letter Opener,3,
Prang Dustless Chalk Sticks,3,
252,3,
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,3,
AT&T 1430 2.4GHz Analog Phone w/Caller ID,3,
"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",3,
Cardinal Holdit Business Card Pockets,3,
Avery 508,3,
Xerox 1898,3,
Xerox 199,3,
StarTAC 6500,3,
"Avery Trapezoid Extra Heavy Duty 4"" Binders",3,
"Brites Rubber Bands, 1 1/2 oz. Box",3,
GBC VeloBinder Strips,3,
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",3,
Boston 1730 StandUp Electric Pencil Sharpener,3,
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",3,
Belkin 8 Outlet Surge Protector,3,
Storex DuraTech Recycled Plastic Frosted Binders,3,
Brown Kraft Recycled Envelopes,3,
"Master Giant Foot® Doorstop, Safety Yellow",3,
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",3,
252,3,
Self-Adhesive Address Labels for Typewriters by Universal,3,
"Post-it® “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",3,
"Peel & Seel® Recycled Catalog Envelopes, Brown",3,
Surelock™ Post Binders,3,
"Wilson Jones Hanging View Binder, White, 1""",3,
Hewlett-Packard 2600DN Business Color Inkjet Printer,3,
GBC DocuBind 200 Manual Binding Machine,3,
Xerox 1993,3,
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",3,
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,3,
Xerox 1937,3,
Bretford CR8500 Series Meeting Room Furniture,3,
"Eldon Regeneration Recycled Desk Accessories, Smoke",3,
"Bush Westfield Collection Bookcases, Fully Assembled",3,
GBC Wire Binding Strips,3,
"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",3,
Xerox 1977,3,
Xerox 188,3,
5180,3,
Avery Printable Repositionable Plastic Tabs,3,
Staples Brown Kraft Recycled Clasp Envelopes,3,
"Array® Parchment Paper, Assorted Colors",3,
Fellowes Staxonsteel® Drawer Files,3,
Nu-Dell Executive Frame,3,
"""While you Were Out"" Message Book, One Form per Page",3,
"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",3,
Xerox 1881,3,
Xerox 19,3,
636,3,
Hewlett-Packard Deskjet 5550 Color Inkjet Printer,3,
Balt Solid Wood Rectangular Table,3,
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",3,
Xerox 1923,3,
Eldon Executive Woodline II Cherry Finish Desk Accessories,3,
"GBC White Gloss Covers, Plain Front",3,
Accessory31,3,
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3,
Advantus Panel Wall Acrylic Frame,3,
Xerox 1984,3,
Wilson Jones Custom Binder Spines & Labels,3,
Sharp 1540cs Digital Laser Copier,3,
Boston 16801 Nautilus™ Battery Pencil Sharpener,3,
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",3,
"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",3,
"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",3,
Park Ridge™ Embossed Executive Business Envelopes,3,
"Iris® 3-Drawer Stacking Bin, Black",3,
"Avery Flip-Chart Easel Binder, Black",3,
Logitech Cordless Access Keyboard,3,
Hewlett-Packard 4.7GB DVD+R Discs,3,
T39m,3,
"Executive Impressions 13"" Chairman Wall Clock",3,
Boston 1730 StandUp Electric Pencil Sharpener,3,
"Eldon® 400 Class™ Desk Accessories, Black Carbon",3,
Letter Slitter,3,
Deflect-O® Glasstique™ Clear Desk Accessories,3,
StarTAC 6500,3,
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,3,
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",3,
i470,3,
Global Adaptabilities™ Conference Tables,3,
"Bush® Cubix Conference Tables, Fully Assembled",3,
